Custom,0000,tbd,no unit,,,,,,,,,,,
Custom,0000,no activity of this subscope in the reporting year,no unit,,,,,,,,,,,
Custom,0000,specific emission from separate assessment, kg CO2e,1.0000,,,,,,,,,,
Custom,0000,data not availailable/ missing in reporting year,no unit,,,,,,,,,,,
Custom,0000,included in other subscope category,no unit,,,,,,,,,,,
Custom,0000,total emission of this subscope see adjacent for further description,no unit,,,,,,,,,,,
Custom,0000,no emissions according to GHGP or ISO14064-1,no unit,,,,,,,,,,,
Custom,0000,emissions with this subscope negligible, tbd,no unit,,,,,,,,,,,
Custom,0000,included in other business unit,no unit,,,,,,,,,,,
Custom,2021, Expenses, BIP, €,0.2603,,,,,,,,,,
Client, 2022, Electricity, purchased in reporting year by reporting company, MWh,280.0000,,,,,,,,,,
DBEIS, 2022, Fuels, Gaseous fuels, Butane, Energy - Gross CV, kWh (Gross CV),0.2224,0.2221,0.0002,0.0001,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, miles,0.4267,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, t.km,0.0372,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, km,0.2652,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, miles,0.4267,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, t.km,0.0372,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, km,0.2617,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, miles,0.4212,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, t.km,0.0375,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, km,0.2652,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, miles,0.4268,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, t.km,0.0384,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, km,0.2657,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, miles,0.4277,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 100% Laden, t.km,0.0393,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, km,0.2285,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, miles,0.3677,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, t.km,0.0639,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, km,0.2285,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, miles,0.3677,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, t.km,0.0639,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, km,0.2257,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, miles,0.3632,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, t.km,0.0647,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, km,0.2286,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, miles,0.3679,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, t.km,0.0663,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, km,0.2256,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, miles,0.3630,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, 50% Laden, t.km,0.0668,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, km,0.2324,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, miles,0.3740,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, t.km,0.0601,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, km,0.2324,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, miles,0.3740,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, t.km,0.0601,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, km,0.2287,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, miles,0.3680,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, t.km,0.0607,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, km,0.2320,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, miles,0.3734,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, t.km,0.0623,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, km,0.2293,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, miles,0.3691,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), All rigids, Average laden, t.km,0.0606,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, km,0.1737,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, miles,0.2795,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, km,0.1737,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, miles,0.2795,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, km,0.1778,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, miles,0.2862,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, km,0.1755,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, miles,0.2825,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, km,0.1795,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, miles,0.2888,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, km,0.2606,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, miles,0.4193,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, t.km,0.0205,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, km,0.2606,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, miles,0.4193,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, t.km,0.0205,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, km,0.2668,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, miles,0.4293,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, t.km,0.0200,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, km,0.2633,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, miles,0.4237,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, t.km,0.0210,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, km,0.2677,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, miles,0.4308,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 100% Laden, t.km,0.0214,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, km,0.2171,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, miles,0.3494,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, t.km,0.0342,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, km,0.2171,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, miles,0.3494,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, t.km,0.0342,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, km,0.2223,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, miles,0.3578,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, t.km,0.0333,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, km,0.2194,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, miles,0.3531,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, t.km,0.0350,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, km,0.2236,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, miles,0.3598,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), 50% Laden, t.km,0.0357,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, km,0.2154,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, miles,0.3466,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, t.km,0.0353,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, km,0.2154,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, miles,0.3466,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, t.km,0.0353,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, km,0.2143,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, miles,0.3449,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, t.km,0.0392,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, km,0.2159,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, miles,0.3475,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, t.km,0.0375,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, km,0.2192,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, miles,0.3527,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>3.5 - 33t), Average laden, t.km,0.0389,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, km,0.1805,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, miles,0.2905,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, km,0.1805,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, miles,0.2905,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, km,0.1787,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, miles,0.2876,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, km,0.1809,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, miles,0.2912,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, km,0.1856,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, miles,0.2986,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, km,0.3008,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, miles,0.4841,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, t.km,0.0166,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, km,0.3008,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, miles,0.4841,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, t.km,0.0166,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, km,0.2979,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, miles,0.4794,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, t.km,0.0160,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, km,0.3015,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, miles,0.4853,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, t.km,0.0165,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, km,0.3069,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, miles,0.4939,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 100% Laden, t.km,0.0168,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, km,0.2406,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, miles,0.3873,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, t.km,0.0265,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, km,0.2406,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, miles,0.3873,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, t.km,0.0265,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, km,0.2383,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, miles,0.3835,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, t.km,0.0257,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, km,0.2412,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, miles,0.3882,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, t.km,0.0265,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, km,0.2462,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, miles,0.3963,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), 50% Laden, t.km,0.0270,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, km,0.2563,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, miles,0.4124,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, t.km,0.0224,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, km,0.2563,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, miles,0.4124,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, t.km,0.0224,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, km,0.2550,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, miles,0.4104,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, t.km,0.0215,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, km,0.2569,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, miles,0.4134,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, t.km,0.0224,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, km,0.2608,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, miles,0.4197,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Articulated (>33t), Average laden, t.km,0.0231,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Rigid (>17 t), 0% Laden, km,0.2210,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Rigid (>17 t), 0% Laden, miles,0.3557,,,,,,,,,,
DBEIS, 2022, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Rigid (>17 t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Rigid (>17 t), 0% Laden, km,0.2210,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Rigid (>17 t), 0% Laden, miles,0.3557,,,,,,,,,,
DBEIS, 2021, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Rigid (>17 t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Rigid (>17 t), 0% Laden, km,0.2204,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Rigid (>17 t), 0% Laden, miles,0.3547,,,,,,,,,,
DBEIS, 2020, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Rigid (>17 t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Rigid (>17 t), 0% Laden, km,0.2224,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Rigid (>17 t), 0% Laden, miles,0.3579,,,,,,,,,,
DBEIS, 2019, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Rigid (>17 t), 0% Laden, t.km,,,,,,,,,,,
DBEIS, 2018, WTT- delivery vehs & freight, WTT- HGV refrigerated (all diesel), Rigid (>17 t), 0% Laden, km,0.2181,,,,,,,,,,
